Player,Position,Team,Opp,DPA Avg,FPTS Avg,PASS_TD Avg,PASS_YDS Avg,PASS_ATT Avg,PASS_CMP Avg,INT Avg,RUSH_TD Avg,RUSH_YDS Avg,RUSH_ATT Avg,REC_TD Avg,REC_YDS Avg,REC Avg,ANYTIME_TD Avg,SACK Avg,DraftKings,FanDuel,PrizePicks,Underdog,Fav,Spread,O/U,Match Title (Underdog),Game Short Title (Underdog),Venue Name (Underdog),Venue Type (Underdog),Broadcasts (Underdog),Player Salary,Player Image,Tournament,Game Start Time
Nitro Tuggle,WR,SCAR,KENT,,7.85,,,,,,0,0,0,0.34,39.28,1.73,0.64,,7.698,6.833,7.698,7.698,,,,,,,,,,,,
TreyShun Hurry,WR,LOU,MISS,,7.84,,,,,,0,0,0,0.14,33.71,3.63,0.35,,7.841,6.026,7.841,7.841,,,,,,,,,,,,
Trent Walker,WR,HOU,ORST,,7.84,,,,,,0,0.22,0.07,0.25,38.17714286,2.43,0.49,,7.769714286,6.554714286,7.769714286,7.769714286,,,,,,,,,,,,
Tyler Morris,WR,IND,UNT,,7.82,,,,,,0.01,1.67,0.18,0.31,30.84,2.62,0.49,,7.791,6.481,7.791,7.791,,,,,,,,,,,,
Semaj Morgan,WR,UCLA,CAL,,7.81,,,,,,0.04,1.32,0.13,0.17,30.13,3.39,0.5,,7.795,6.1,7.795,7.795,,,,,,,,,,,,
Da'Shawn Martin,WR,UVA,NCST,0,7.79,,,,,,0,0.21,0.03,0.36,38.35,1.67,0.42,,7.686,6.851,7.686,7.686,,,,,,,,,,,,
Corey Simms,WR,USC,FRES,,7.78,,,,,,0,0,0,0.21,37.48,2.78,0.49,,7.788,6.398,7.788,7.788,,,,,,,,,,,,
Zacharyus Williams,WR,USC,SJST,,7.73,,,,,,0.04,2,0,0.25,37.98,2.5,0.33,,8.238,6.988,8.238,8.238,,,,,,,,,,,,
Jermane Hayes,WR,MEMP,BOISE,,7.69,,,,,,0.05,0,0,0.22,31.14,3.21,0.5,,7.944,6.339,7.944,7.944,,,,,,,,,,,,
Noah Rogers,WR,ALA,ECU,,7.68,,,,,,0,0.34,0.08,0.33,32.01,3,0.55,,8.215,6.715,8.215,8.215,,,,,,,,,,,,
Ja'Cory Thomas,WR,VANDERBILT,APSU,,7.67,,,,,,0.02,0.45,0.11,0.4,36.17,1.06,0.35,,7.242,6.712,7.242,7.242,,,,,,,,,,,,
Kaleb Webb,WR,MARYLAND,HAMP,,7.66,,,,,,0.01,0.52,0.14,0.28,40.55,2.17,0.46,,8.017,6.932,8.017,8.017,,,,,,,,,,,,
Jonah Burton,WR,DUKE,TULN,,7.65,,,,,,0,0,0,0.15,34.84,3.2,0.41,,7.584,5.984,7.584,7.584,,,,,,,,,,,,
Anthony Garcia,WR,UTAHSTATE,IDAST,,7.63,,,,,,0.03,4.38,0.32,0.25,36.09,2.17,0.52,,7.897,6.812,7.897,7.897,,,,,,,,,,,,
Taz Reddicks,WR,UNLV,HAWAII,,7.62,,,,,,0.02,2.01,0.42,0.11,35.55,3.08,0.17,,7.616,6.076,7.616,7.616,,,,,,,,,,,,
TJ Pride,WR,NMEXST,MERCYH,,7.61,,,,,,0,0.13,0.1,0.26,31.69,2.86,0.28,,7.602,6.172,7.602,7.602,,,,,,,,,,,,
Braeden Wisloski,WR,JMU,LIB,,7.6,,,,,,0.04,2.12,0.07,0.42,30.63,2.1,0.5,,8.135,7.085,8.135,8.135,,,,,,,,,,,,
Noreel White,WR,TROY,SAMHOU,,7.59,,,,,,0,0,0,0.24,38.73,2.2,0.12,,7.513,6.413,7.513,7.513,,,,,,,,,,,,
Eugene Hilton Jr.,WR,WIS,ND,,7.59,,,,,,0.01,1.42,0.27,0.24,36.23,3,0.3,,8.265,6.765,8.265,8.265,,,,,,,,,,,,
Justin Stevenson,WR,UNT,IND,,7.58,,,,,,0.05,0.25,0.07,0.22,36.71,2.55,0.5,,7.866,6.591,7.866,7.866,,,,,,,,,,,,
Josh Derry,WR,CENTRALFLORIDA,BC,,7.56,,,,,,0.01,0.52,0.13,0.17,40.07,2.97,0.21,,8.109,6.624,8.109,8.109,,,,,,,,,,,,
CJ Brown,WR,ARKANSAS,NORTAL,,7.52,,,,,,0.01,0.55,0.15,0.14,41.62,2.66,0.17,,7.777,6.447,7.777,7.777,,,,,,,,,,,,
Marquis Johnson,WR,MSST,ULMON,,8.287,,,,,,0.01,1.02,0.28,0.23,38.95,2.85,0.5,,8.287,6.862,8.287,8.287,,,,,,,,,,,,
La'Don Bryant,WR,NORTHERNILLINOIS,ILLST,,7.51,,,,,,0,0,0,0.12,37.08,3.08,0.18,,7.508,5.968,7.508,7.508,,,,,,,,,,,,
Ashton Bethel-Roman,WR,TXAM,MOSTU,,7.5,,,,,,0.01,0.53,0.14,0.38,35.98,1.75,0.48,,7.741,6.866,7.741,7.741,,,,,,,,,,,,
Jojo Trader,WR,NCST,RICH,,7.49,,,,,,0,0,0,0.28,32.6,2.54,0.31,,7.48,6.21,7.48,7.48,,,,,,,,,,,,
Antonio Meeks,WR,WAKE,,,7.46,,,,,,0.02,,,0.22,25.921,2.67,0.24,,6.7021,5.3671,6.7021,6.7021,,,,,,,,,,,,
Quincy Porter,WR,NOTREDAME,WISC,,9.003076923,,,,,,0,0,0,0.38,38,2.923076923,0.4,,9.003076923,7.541538462,9.003076923,9.003076923,,,,,,,,,,,,
Karmello English,WR,CCAR,WVU,,7.44,,,,,,0,0,0,0.24,33.05,2.6,0.39,,7.345,6.045,7.345,7.345,,,,,,,,,,,,
Jaylen Bonelli,WR,ARST,MEMP,,7.43,,,,,,0.05,0.14,0.07,0.23,25.11,3.23,0.5,,7.435,5.82,7.435,7.435,,,,,,,,,,,,
Jamari Person,WR,LIB,JMU,,7.43,,,,,,0.05,0,0,0.29,37.38,2.21,0.5,,7.988,6.883,7.988,7.988,,,,,,,,,,,,
Terrence Smith,WR,COLORADOSTATE,SOUT,,7.41,,,,,,0.06,6.3,1.65,0.13,26.63,2.96,0.17,,7.393,5.913,7.393,7.393,,,,,,,,,,,,
Owen Sweeney,WR,MRSH,PSU,,7.4,,,,,,0.05,0,0,0.23,35.21,2.47,0.5,,7.671,6.436,7.671,7.671,,,,,,,,,,,,
Donovan Brown,WR,SANDIEGOSTATE,PORST,,7.4,,,,,,0.02,1.77,0.23,0.31,36.68,1.93,0.19,,7.755,6.79,7.755,7.755,,,,,,,,,,,,
Tim Burns Jr.,WR,SHSU,TROY,,7.38,,,,,,0.01,0.17,0.24,0.17,37.75,2.46,0.5,,7.332,6.102,7.332,7.332,,,,,,,,,,,,
Ryder Treadway,WR,UCONN,LAF,,7.37,,,,,,0.01,1.54,0.36,0.21,31,2.7,0.41,,7.274,5.924,7.274,7.274,,,,,,,,,,,,
Stonka Burnside,WR,MEMP,ARKST,,7.37,,,,,,0,0,0,0.3,37.42,1.79,0.5,,7.332,6.437,7.332,7.332,,,,,,,,,,,,
Cam Pickett,WR,KANSAS,LIU,,7.36,,,,,,0.03,1.14,0.08,0.21,35.67,2.69,0.3,,7.811,6.466,7.811,7.811,,,,,,,,,,,,
Sacovie White,WR,UGA,WKY@UGA,,7.36,,,,,,,,,0.24,33,2.62,0.28,,7.36,6.05,7.36,7.36,,,,,,,,,,,,
Dre'lon Miller,WR,BAY,AUB,,7.34,,,,,,0.08,3.11,0.13,0.27,33.04,1.19,0.4,,6.905,6.31,6.905,6.905,,,,,,,,,,,,
Jacquon Gibson,WR,UVA,NCST,,7.34,,,,,,0.04,3,,0.18,22.01,3.55,0.18,,7.371,5.596,7.371,7.371,,,,,,,,,,,,
Da'Realyst Clark,WR,KENT,SCAR,,7.3,,,,,,0.02,1.56,0.37,0.22,31.83,2.52,0.5,,7.299,6.039,7.299,7.299,,,,,,,,,,,,
RJ Garcia II,WR,FAU,NAVY@FAU,,7.29,,,,,,0.03,2,,0.15,35,2.54,0.5,,7.32,6.05,7.32,7.32,,,,,,,,,,,,
Ty'Lyric Coleman,WR,UVA,,,7.28,,,,,,,,,0.33,27.98,2.5,0.33,,7.278,6.028,7.278,7.278,,,,,,,,,,,,
Kameron Courtney,WR,UVA,NCST,,7.27,,,,,,0.02,2.34,0.19,0.15,34.18,3.16,0.19,,7.832,6.252,7.832,7.832,,,,,,,,,,,,
Kyan Mason,WR,AKR,WAKE,,7.23,,,,,,0,,0.05,0.29,33.81,2.37,0.28,,7.491,6.306,7.491,7.491,,,,,,,,,,,,
Malachi Riley,WR,SJST,USC,0,7.23,,,,,,0,0,0,0.11,44,2.85,0.05,,7.91,6.485,7.91,7.91,,,,,,,,,,,,
Bailen George,WR,NEWMEXICO,MERCYH,,7.21,,,,,,0,0,0,0.23,30.59,2.76,0.29,,7.199,5.819,7.199,7.199,,,,,,,,,,,,
Jace Wilson,WR,SACST,MSVL,,7.19,,,,,,0.01,0.33,0.33,0.34,29.23,2.08,0.1,,7.136,6.096,7.136,7.136,,,,,,,,,,,,
Ray Ray Joseph Jr.,WR,EASTCAROLINA,ALA,,7.19,,,,,,0.01,0.96,0.19,0.21,30.76,2.73,0.5,,7.222,5.857,7.222,7.222,,,,,,,,,,,,
Nico Brown,WR,STNFRD,,,7.18,,,,,,,,,0.32,27.39,2.52,0.32,,7.179,5.919,7.179,7.179,,,,,,,,,,,,
Trech Kekahuna,WR,UNC,TCU,,7.14,,,,,,0.03,2.96,0.24,0.18,17.31666667,2.39,0.23,,5.677666667,4.482666667,5.677666667,5.677666667,,,,,,,,,,,,
Javon Rogers,WR,KENNESAWSTATE,WESTGA,,7.12,,,,,,0.03,1.41,0.46,0.16,34.17,2.47,0.45,,7.168,5.933,7.168,7.168,,,,,,,,,,,,
Gary Givens III,WR,NEV,WESTKY,,7.09,,,,,,0,0,0,0.26,37.73,1.97,0.3,,7.303,6.318,7.303,7.303,,,,,,,,,,,,
Chris Brooks Jr.,WR,WIS,ND,,7.06,,,,,,0.01,0.63,0.19,0.22,37.37,2.56,0.5,,7.74,6.46,7.74,7.74,,,,,,,,,,,,
Jojo Bermudez,WR,TEMPLE,URI,,7.06,,,,,,0.02,1.65,0.26,0.19,37.42,1.77,0.33,,6.937,6.052,6.937,6.937,,,,,,,,,,,,
Javon Ross,WR,TLSA,SAMHOU,,7.06,,,,,,0.03,3.34,0.48,0.17,26.67,2.89,0.17,,7.091,5.646,7.091,7.091,,,,,,,,,,,,
JonAnthony Hall,WR,STNFRD,MIAFL,,7.04,,,,,,0,0,0,0.22,33.31,2.4,0.38,,7.051,5.851,7.051,7.051,,,,,,,,,,,,
Creed Whittemore,WR,UTAH,IDAHO,,7.03,,,,,,0.01,0.7,0.15,0.32,32.25,2.26,0.5,,7.535,6.405,7.535,7.535,,,,,,,,,,,,
Chris Hunter III,WR,ARIZONA,NOARI,,7.03,,,,,,0,0,0,0.24,37.7,2.07,0.28,,7.28,6.245,7.28,7.28,,,,,,,,,,,,
London Humphreys,WR,UGA,TENNST,,7.03,,,,,,0.04,1.11,0.05,0.27,35.15,1.52,0.52,,7.006,6.246,7.006,7.006,,,,,,,,,,,,
Zycarl Lewis Jr.,WR,TULN,TULANE@DUKE,,7.02,,,,,,0,0.31,0.08,0.24,32.78,2.62,0.38,,7.369,6.059,7.369,7.369,,,,,,,,,,,,
Joshua Moore,WR,MIA,STNFRD,,6.91,,,,,,0,0,0,0.24,29.36,2.53,0.5,,6.906,5.641,6.906,6.906,,,,,,,,,,,,
Joshua Porter,WR,USF,ARMY,,6.88,,,,,,0.01,0.58,0.18,0.26,31.07,2.08,0.17,,6.865,5.825,6.865,6.865,,,,,,,,,,,,
Trenton Chaney,WR,LOUISIANALAFAYETTE,USC,,6.86,,,,,,0,0,0,0.23,27.79,2.67,0.16,,6.829,5.494,6.829,6.829,,,,,,,,,,,,
Keenan Jackson,WR,NCST,UVA,,6.85,,,,,,0,0,0,0.12,36.82,2.43,0.03,,6.832,5.617,6.832,6.832,,,,,,,,,,,,
Jeremiah Ware,WR,GEORGIASOUTHERN,CLEM,,6.84,,,,,,0,0,0,0.2,30.83,2.59,0.11,,6.873,5.578,6.873,6.873,,,,,,,,,,,,
DJ Riles,WR,GEORGIASTATE,NCAT,,6.82,,,,,,0,0,0,0.14,37.85,2.3,0.33,,6.925,5.775,6.925,6.925,,,,,,,,,,,,
Brady Kluse,WR,MEMP,UNLV,0,6.81,,,,,,0,0,0,0.23,35.45,1.89,0.43,,6.815,5.87,6.815,6.815,,,,,,,,,,,,
Daryl Barnett Jr.,WR,TOL,MSU,,6.81,,,,,,0.05,0,0,0.27,30.02,2.42,0.5,,7.342,6.132,7.342,7.342,,,,,,,,,,,,
Noah Grevious,WR,JAMESMADISON,WAGNER,,6.8,,,,,,0.01,0.52,0.14,0.1,29.88,3.16,0.13,,6.86,5.28,6.86,6.86,,,,,,,,,,,,
Adam Hopkins IV,WR,UNCCHARLOTTE,CIT,,6.79,,,,,,0.03,3.6,0.62,0.11,31.99,2.42,0.28,,6.819,5.609,6.819,6.819,,,,,,,,,,,,
Charlie Coenen,WR,WYO,NORCOL,,6.78,,,,,,0.05,0,0,0.27,26.13,2.54,0.5,,7.073,5.803,7.073,7.073,,,,,,,,,,,,
Sanfrisco Magee,WR,MSST,ULMON,,6.75,,,,,,0.05,0.2,0.08,0.11,29.7,2.82,0.5,,6.77,5.36,6.77,6.77,,,,,,,,,,,,
Rico Flores Jr.,WR,UVA,NCST,,6.74,,,,,,0,0.27,0.07,0.16,32.65,2.96,0.12,,7.212,5.732,7.212,7.212,,,,,,,,,,,,
Rodney Gallagher III,WR,ARIZONA,NOARI,,6.74,,,,,,0.01,0.98,0.17,0.2,26.14,2.78,0.22,,6.752,5.362,6.752,6.752,,,,,,,,,,,,
Andre Greene Jr.,WR,GEORGIASOUTHERN,CHSOU,,6.73,,,,,,0,0,0,0.17,29.1,2.8,0.3,,6.73,5.33,6.73,6.73,,,,,,,,,,,,
Eric Richardson,WR,WYO,CSU,,6.72,,,,,,0.03,1.09,0.08,0.24,32.02,2.29,0.5,,7.221,6.076,7.221,7.221,,,,,,,,,,,,
Rashid Williams,WR,WASH,WASHST,,6.7,,,,,,0.05,0,0,0.15,33,2.23,0.5,,6.73,5.615,6.73,6.73,,,,,,,,,,,,
Jojo Phillips,WR,BYU,UTAHTE,,6.69,,,,,,0.01,0.38,0.1,0.23,33.35,2.27,0.4,,7.083,5.948,7.083,7.083,,,,,,,,,,,,
James BlackStrain,WR,MISSOURISTATE,TEXAM,,6.69,,,,,,,,,0.11,31.46,2.87,0.5,,6.676,5.241,6.676,6.676,,,,,,,,,,,,
Jordan Onovughe,WR,STNFRD,DUKE,,6.66,,,,,,0.05,0,0,0.3,21.28,2.58,0.5,,6.808,5.518,6.808,6.808,,,,,,,,,,,,
TJ Lott,WR,TROY,SAMHOU,,6.65,,,,,,0,0,0,0.29,29.17,1.98,0.49,,6.637,5.647,6.637,6.637,,,,,,,,,,,,
Reece Vander Zee,WR,IOWA,NIU,,6.64,,,,,,0,0,0,0.2,31.02,2.31,0.31,,6.612,5.457,6.612,6.612,,,,,,,,,,,,
Colton Hinton,WR,COASTALCAROLINA,FORD,,6.61,,,,,,0,0,0,0.25,29.92,2.12,0.23,,6.612,5.552,6.612,6.612,,,,,,,,,,,,
Jaylen Andrews,WR,BUFFALO,ALBANY,,6.6,,,,,,,,,0.23,28.8,2.36,0.23,,6.62,5.44,6.62,6.62,,,,,,,,,,,,
Alex Taylor,WR,GEORGIASOUTHERN,CHSOU,,6.6,,,,,,,,,0.23,28.8,2.36,0.23,,6.62,5.44,6.62,6.62,,,,,,,,,,,,
Damien Morgan,WR,NEVADA,WESTKY,,6.55,,,,,,0.02,1.38,0.35,0.19,25.57,2.65,0.23,,6.605,5.28,6.605,6.605,,,,,,,,,,,,
Jalen Hale,WR,SMU,FSU,,6.54,,,,,,0,0.15,0.06,0.14,36.52,2.02,0.15,,6.527,5.517,6.527,6.527,,,,,,,,,,,,
Donovan Hamilton,WR,BALLSTATE,OSU,,6.53,,,,,,0,0,0,0.15,35.87,2.06,0.5,,6.547,5.517,6.547,6.547,,,,,,,,,,,,
Jaylon Domingeaux,WR,WIS,ND,,6.49,,,,,,0.01,0.75,0.21,0.21,30.58,2.1,0.5,,6.553,5.503,6.553,6.553,,,,,,,,,,,,
Isaiah Dawson,WR,BOWLINGGREEN,TARLST,,6.48,,,,,,0.02,1.71,0.43,0.18,27.44,2.34,0.2,,6.455,5.285,6.455,6.455,,,,,,,,,,,,
Nyziah Hunter,WR,NEB,OHIO,,6.42,,,,,,0.04,0.09,0.04,0.22,28.08,2.26,0.56,,6.637,5.507,6.637,6.637,,,,,,,,,,,,
Tank Hawkins Jr.,WR,WASHST,UW,,6.42,,,,,,0.01,1.22,0.24,0.17,23.2,2.88,0.13,,6.402,4.962,6.402,6.402,,,,,,,,,,,,
Naeshaun Montgomery,WR,MIZZ,KU,,6.41,,,,,,0.05,0,0,0.16,31.49,2.3,0.5,,6.709,5.559,6.709,6.709,,,,,,,,,,,,
Micah Gilbert,WR,ND,WISC,,7.17,,,,,,0.05,0,0,0.22,28.5,2.7,0.5,,7.17,5.82,7.17,7.17,,,,,,,,,,,,
Cameron Bates,WR,BSU,ORE,,6.39,,,,,,0.01,2.66,0.27,0.2,29.12,1.96,0.32,,6.398,5.418,6.398,6.398,,,,,,,,,,,,
Drew Wagner,WR,NORTHWESTERN,SDAKST,,7.182846154,,,,,,0.02,2,0,0.23,30.99,2.383846154,0.25,,7.182846154,5.990923077,7.182846154,7.182846154,,,,,,,,,,,,
Atticus Joseph,WR,STNFRD,DUKE,,6.37,,,,,,0.05,0,0,0.33,22.35,1.88,0.5,,6.395,5.455,6.395,6.395,,,,,,,,,,,,
Shaun Terry II,WR,MISSOURI,ARKPB,,6.35,,,,,,0.01,0.93,0.21,0.11,27.27,2.81,0.06,,6.35,4.945,6.35,6.35,,,,,,,,,,,,
Carver Cheeks,WR,UTEP,OKLA,,6.35,,,,,,0.02,1.51,0.38,0.2,32.31,2.13,0.5,,6.832,5.767,6.832,6.832,,,,,,,,,,,,
DJ Miller,WR,KENTUCKY,YSU,,6.31,,,,,,0,0,0,0.24,34.62,0.73,0.22,,5.632,5.267,5.632,5.632,,,,,,,,,,,,
Xavyion Noland,WR,ORST,,,6.31,,,,,,,,,0.26,22.5,2.5,0.26,,6.31,5.06,6.31,6.31,,,,,,,,,,,,
Tyler Brown,WR,CLEM,LSU,,6.31,,,,,,0.08,1.81,0.34,0.07,17.5,3.12,0.28,,5.951,4.391,5.951,5.951,,,,,,,,,,,,
MJ Johnson,WR,SOUTHERNMISS,ALC,,6.3,,,,,,0.01,0.66,0.15,0.22,26.64,2.18,0.23,,6.29,5.2,6.29,6.29,,,,,,,,,,,,
Nathan Acevedo,WR,SANDIEGOSTATE,PORST,,6.29,,,,,,0,0,0,0.05,29.43,3.01,0.02,,6.253,4.748,6.253,6.253,,,,,,,,,,,,
Xayvion Turner-Bradshaw,WR,MARSHALL,PSU,,6.29,,,,,,0.03,2,0,0.18,28.45,2.61,0.17,,6.915,5.61,6.915,6.915,,,,,,,,,,,,
Phillip Wright III,WR,LSU,CLEM,,6.26,,,,,,0.05,0,0,0.11,31.99,2.42,0.5,,6.579,5.369,6.579,6.579,,,,,,,,,,,,
Radarious Jackson,WR,TENNESSEE,FURMAN,,6.26,,,,,,0,0,0,0.1,28.43,2.8,0.25,,6.243,4.843,6.243,6.243,,,,,,,,,,,,
AJ Jones,WR,MIDDLETENNST,MUR,,6.23,,,,,,0,0,0,0.34,24.09,1.54,0.34,,5.989,5.219,5.989,5.989,,,,,,,,,,,,
Tron Baker,WR,USC,ULLAF,,6.17,,,,,,0.05,0,0,0.15,29.11,2.35,0.5,,6.461,5.286,6.461,6.461,,,,,,,,,,,,
Dominic Overby,WR,IOWASTATE,SEMO,,6.16,,,,,,0,0,0,0.24,29.17,1.79,0.26,,6.147,5.252,6.147,6.147,,,,,,,,,,,,
Jamarion McDougle,WR,BALLSTATE,OSU,,6.15,,,,,,0.03,4.59,0.97,0.13,28.4,2.35,0.5,,6.609,5.434,6.609,6.609,,,,,,,,,,,,
Justin Ruffin Jr.,WR,CMU,NM,,6.13,,,,,,0.01,1.42,0.13,0.18,23.41,2.48,0.5,,6.103,4.863,6.103,6.103,,,,,,,,,,,,
Liam Thorpe,WR,STNFRD,DUKE,,6.12,,,,,,0.05,0,0,0.29,21.74,1.94,0.5,,6.154,5.184,6.154,6.154,,,,,,,,,,,,
Nic Anderson,WR,KENTUCKY,YSU,,6.11,,,,,,0,0.22,0.06,0.2,29.8,1.98,0.39,,6.182,5.192,6.182,6.182,,,,,,,,,,,,
Baylin Brooks,WR,WMU,MICH,,6.05,,,,,,0.02,1.72,0.4,0.17,32.54,2.1,0.28,,6.666,5.616,6.666,6.666,,,,,,,,,,,,
Raiden Brown,WR,SACST,FRES,,6.04,,,,,,0,0,0,0.12,24.79,2.83,0.16,,6.029,4.614,6.029,6.029,,,,,,,,,,,,
Johntay Cook II,WR,MISS,LOU,,6.04,,,,,,0.01,1.11,0.21,0.24,29.69,1.02,0.55,,5.6,5.09,5.6,5.6,,,,,,,,,,,,
Micah Hudson,WR,TEXASTECH,ABICHR,,5.99,,,,,,0,0,0,0.14,29.94833333,2.3725,0.48,,6.207333333,5.021083333,6.207333333,6.207333333,,,,,,,,,,,,
Dom Dorwart,WR,OHIO,NEB,,5.98,,,,,,0,0,0,0.17,32.38,2.06,0.26,,6.318,5.288,6.318,6.318,,,,,,,,,,,,
Chris Culliver,WR,MRSH,PSU,,5.97,,,,,,0.05,0,0,0.31,26.48,1.31,0.5,,6.118,5.463,6.118,6.118,,,,,,,,,,,,
Donovan Lewis,WR,DELAWARE,MERRIM,,5.95,,,,,,0.01,0.53,0.21,0.12,27.21,2.43,0.13,,5.984,4.769,5.984,5.984,,,,,,,,,,,,
TJ Johnson,WR,OLDDOMINION,NOR,,5.95,,,,,,0,0,0,0.29,25.8,2.3,0.18,,6.62,5.47,6.62,6.62,,,,,,,,,,,,
Shamar Porter,WR,UCONN,LAF,,5.95,,,,,,0.01,1.6,0.33,0.23,28.85,1.96,0.33,,6.445,5.465,6.445,6.445,,,,,,,,,,,,
Darrick Bledsoe III,WR,SAMHOUSTON,TROY,,5.94,,,,,,0,0,0,0.16,24.11,2.52,0.5,,5.891,4.631,5.891,5.891,,,,,,,,,,,,
Damarion Witten,WR,MIAOH,PITT,,5.89,,,,,,0.05,0,0,0.19,30.95,1.6,0.5,,6.135,5.335,6.135,6.135,,,,,,,,,,,,
Josh Rodriguez,WR,OLDDOMINION,NOR,,5.87,,,,,,0,0,0,0.17,27.62,2.1,0.25,,5.882,4.832,5.882,5.882,,,,,,,,,,,,
Darrell Gill Jr.,WR,MISS,LOU,,5.85,,,,,,0.05,0.11,0.04,0.34,26.07,0.57,0.5,,5.528,5.243,5.528,5.528,,,,,,,,,,,,
Jaivon Solomon,WR,DUKE,TULN,,5.75,,,,,,,,,0.17,24.59,2.27,0.17,,5.749,4.614,5.749,5.749,,,,,,,,,,,,
Dozie Ezukanma,WR,TCU,CIN,,5.73,,,,,,0,0,0,0.23,26.41,1.66,0.24,,5.681,4.851,5.681,5.681,,,,,,,,,,,,
Bryson Williams,WR,MSU,TOL,,5.72,,,,,,,,,0.23,25.31,1.79,0.23,,5.701,4.806,5.701,5.701,,,,,,,,,,,,
Davis Lane,WR,RICE,HOUCHR,,5.7,,,,,,0.07,8.01,1.89,0.14,16.04,2.06,0.58,,5.725,4.695,5.725,5.725,,,,,,,,,,,,
Jonathan Bibbs,WR,CENTRALFLORIDA,BC,,5.65,,,,,,0,0.34,0.07,0.17,23.9,2.16,0.15,,5.604,4.524,5.604,5.604,,,,,,,,,,,,
DeAngelo Irvin Jr.,WR,UNLV,MEMP,0,5.63,,,,,,0.01,0.46,0.25,0.13,25.37,2.2,0.09,,5.623,4.523,5.623,5.623,,,,,,,,,,,,
Ezekiel Avit,WR,FRES,USC,,5.62,,,,,,0.05,0.57,0.09,0.11,26.92,2.56,0.5,,6.269,4.989,6.269,6.269,,,,,,,,,,,,
Sidney Mbanasor,WR,OLDDOMINION,NOR,,5.59,,,,,,0,0,0,0.18,31.54,1.13,0.39,,5.364,4.799,5.364,5.364,,,,,,,,,,,,
Fredrick Moore,WR,MSU,TOL,,5.57,,,,,,0.01,0.61,0.43,0.18,21.63,2.13,0.5,,5.494,4.429,5.494,5.494,,,,,,,,,,,,
Brandon Phelps,WR,ARIZ,ARIZ@BYU,,5.57,,,,,,,,,0.28,22,1.69,0.28,,5.57,4.725,5.57,5.57,,,,,,,,,,,,
Maleek Huggins,WR,MIAOH,HOLYCR,,5.56,,,,,,0,0,0,0.2,24.67,1.92,0.26,,5.587,4.627,5.587,5.587,,,,,,,,,,,,
Ricky Johnson,WR,UTAH,IDAHO,,5.52,,,,,,0,0,0,0.23,22.64,1.88,0.13,,5.524,4.584,5.524,5.524,,,,,,,,,,,,
Kristian Tate,WR,TROY,SAMHOU,,5.52,,,,,,,,,0.2,26.41,1.64,0.2,,5.481,4.661,5.481,5.481,,,,,,,,,,,,
Ric'Darious Farmer,WR,CENTRALFLORIDA,BC,,5.5,,,,,,0,0,0,0.1,25.8,2.3,0.06,,5.48,4.33,5.48,5.48,,,,,,,,,,,,
Davion Brown,WR,VT,ODU,,5.49,,,,,,0,0,0,0.13,24.13,2.27,0.14,,5.463,4.328,5.463,5.463,,,,,,,,,,,,
Antonio Floyd,WR,EMICH,SACST,0,5.46,,,,,,,,,0.04,35,0.65,0.06,,4.39,4.065,4.39,4.39,,,,,,,,,,,,
Jonah Dawson,WR,AIRFORCE,DUQ,,5.46,,,,,,0.01,0.28,0.07,0.26,27.29,1.13,0.57,,5.507,4.942,5.507,5.507,,,,,,,,,,,,
De'Andre Tamarez,WR,MRSH,PSU,,5.45,,,,,,0,0,0,0.22,28.4,0.64,0.16,,4.8,4.48,4.8,4.8,,,,,,,,,,,,
AJ Williams III,WR,NMEXST,FSU,0,5.44,,,,,,0,0,0,0.17,30.01,1.83,0.03,,5.851,4.936,5.851,5.851,,,,,,,,,,,,
Jared Richardson,WR,DUKE,TULN,,5.43,,,,,,0,0,0,0.18,27.4,1.56,0.56,,5.38,4.6,5.38,5.38,,,,,,,,,,,,
Royal Capell,WR,UTEP,OKLA,,5.43,,,,,,0.01,0.3,0.18,0.16,18.99,2.5,0.5,,5.449,4.199,5.449,5.449,,,,,,,,,,,,
Owen Dupree,WR,GEORGIASTATE,NCAT,,5.42,,,,,,0,0,0,0.11,31.66,0.32,0.39,,4.146,3.986,4.146,4.146,,,,,,,,,,,,
Bailey Stockton,WR,FLA,FLAATL,,5.41,,,,,,0.05,0.41,0.08,0.1,22.72,2.47,0.5,,5.683,4.448,5.683,5.683,,,,,,,,,,,,
Aaron Butler,WR,ORST,HOU,,5.41,,,,,,0.01,2.2,0.34,0.18,23.95,1.59,0.18,,5.345,4.55,5.345,5.345,,,,,,,,,,,,
Davion Dozier,WR,NCST,UVA,,5.4,,,,,,0,0,0,0.3,23.75,1.68,0.33,,5.855,5.015,5.855,5.855,,,,,,,,,,,,
Brady Anderson,WR,ARMY,BRYANT,,5.38,,,,,,0.01,0.2,0.09,0.21,29.66,1.15,0.22,,5.456,4.881,5.456,5.456,,,,,,,,,,,,
C.J. Smith,WR,UAB,ILL,,5.35,,,,,,0.01,0.49,0.13,0.17,26.58,2.16,0.5,,5.947,4.867,5.947,5.947,,,,,,,,,,,,
Jaylen Elder,WR,UAB,ILL,,5.34,,,,,,0,0.31,0.08,0.16,24.5,1.81,0.13,,5.251,4.346,5.251,5.251,,,,,,,,,,,,
Anthony Simpson,WR,TOL,MSU,,5.34,,,,,,0.01,0.2,0.06,0.1,30.1,0.72,0.5,,4.41,4.05,4.41,4.41,,,,,,,,,,,,
