Player Name,Position,Team,Slate Type,Date,Role,Salary,Draftable ID,Projected FP,Combined FP,Value,Implied FP,Passing TDs,Rushing Yards,Receiving Yards,Passing Yards,Rush+Rec Yards,Anytime TD,Passing Attempts,Fantasy Score,Headshot URL,Game Start Time,Match Title (Underdog),Game Short Title (Underdog),Venue Name (Underdog),Venue Type (Underdog),Broadcasts (Underdog),Game Start Time (DRAFTTABLE)
Luke Dunham,QB,TEX,Night,9/5/2026,"Night 9/5 12:00PM, 12 Games",4500,43974414,0,2.7,0,13.5,,,,,,,,,https://dkn.gs/sports/images/cfb/teams/50/8240.png,,,,,,,9/5/2026
Brooks Goodman,QB,CINCY,Night,9/5/2026,"Night 9/5 12:00PM, 12 Games",4500,43974416,0,2.7,0,13.5,,,,,,,,,https://dkn.gs/sports/images/cfb/teams/50/8364.png,,,,,,,9/5/2026
Will Kocher,QB,CINCY,Night,9/5/2026,"Night 9/5 12:00PM, 12 Games",4500,43974418,0,2.7,0,13.5,,,,,,,,,https://dkn.gs/sports/images/cfb/teams/50/8364.png,,,,,,,9/5/2026
JJ Miller,QB,CINCY,Night,9/5/2026,"Night 9/5 12:00PM, 12 Games",4500,43974420,0,2.7,0,13.5,,,,,,,,,https://dkn.gs/sports/images/cfb/teams/50/8364.png,,,,,,,9/5/2026
Liam O'Brien,QB,CINCY,Night,9/5/2026,"Night 9/5 12:00PM, 12 Games",4500,43974422,0,2.7,0,13.5,,,,,,,,,https://dkn.gs/sports/images/cfb/teams/50/8364.png,,,,,,,9/5/2026
Cole Hodge,QB,ECU,Night,9/5/2026,"Night 9/5 12:00PM, 12 Games",4500,43974424,0,2.7,0,13.5,,,,,,,,,https://dkn.gs/sports/images/cfb/teams/50/8368.png,,,,,,,9/5/2026
Trey Burke,QB,ECU,Night,9/5/2026,"Night 9/5 12:00PM, 12 Games",4500,43974426,0,2.7,0,13.5,,,,,,,,,https://dkn.gs/sports/images/cfb/teams/50/8368.png,,,,,,,9/5/2026
Daulton Phalines,QB,ECU,Night,9/5/2026,"Night 9/5 12:00PM, 12 Games",4500,43974428,0,2.7,0,13.5,,,,,,,,,https://dkn.gs/sports/images/cfb/teams/50/8368.png,,,,,,,9/5/2026
Dagan Bruno,QB,TUL,Night,9/5/2026,"Night 9/5 12:00PM, 12 Games",4500,43974430,0,2.7,0,13.5,,,,,,,,,https://dkn.gs/sports/images/cfb/teams/50/8412.png,,,,,,,9/5/2026
Trace Johnson,QB,TUL,Night,9/5/2026,"Night 9/5 12:00PM, 12 Games",4500,43974432,0,2.7,0,13.5,,,,,,,,,https://dkn.gs/sports/images/cfb/teams/50/8412.png,,,,,,,9/5/2026
Cade Scott,QB,TUL,Night,9/5/2026,"Night 9/5 12:00PM, 12 Games",4500,43974434,0,2.7,0,13.5,,,,,,,,,https://dkn.gs/sports/images/cfb/teams/50/8412.png,,,,,,,9/5/2026
Jay Beamon,QB,TUL,Night,9/5/2026,"Night 9/5 12:00PM, 12 Games",4500,43974436,0,2.7,0,13.5,,,,,,,,,https://dkn.gs/sports/images/cfb/teams/50/8412.png,,,,,,,9/5/2026
Holt Teichman,QB,TUL,Night,9/5/2026,"Night 9/5 12:00PM, 12 Games",4500,43974438,0,2.7,0,13.5,,,,,,,,,https://dkn.gs/sports/images/cfb/teams/50/8412.png,,,,,,,9/5/2026
Cash Herrera,QB,BSU,Night,9/5/2026,"Night 9/5 12:00PM, 12 Games",4500,43974440,0,2.7,0,13.5,,,,,,,,,https://dkn.gs/sports/images/cfb/teams/50/8468.png,,,,,,,9/5/2026
Jackson Taylor,QB,BSU,Night,9/5/2026,"Night 9/5 12:00PM, 12 Games",4500,43974442,0,2.7,0,13.5,,,,,,,,,https://dkn.gs/sports/images/cfb/teams/50/8468.png,,,,,,,9/5/2026
Zion Turner,QB,MRSHL,Night,9/5/2026,"Night 9/5 12:00PM, 12 Games",4500,43974444,0,2.7,0,13.5,,,,,,,,,https://dkn.gs/sports/images/cfb/teams/50/8991.png,,,,,,,9/5/2026
Koi Fagan,QB,MRSHL,Night,9/5/2026,"Night 9/5 12:00PM, 12 Games",4500,43974446,0,2.7,0,13.5,,,,,,,,,https://dkn.gs/sports/images/cfb/teams/50/8991.png,,,,,,,9/5/2026
Dylan Barber,QB,MRSHL,Night,9/5/2026,"Night 9/5 12:00PM, 12 Games",4500,43974448,0,2.7,0,13.5,,,,,,,,,https://dkn.gs/sports/images/cfb/teams/50/8991.png,,,,,,,9/5/2026
Dawson Hill,QB,MRSHL,Night,9/5/2026,"Night 9/5 12:00PM, 12 Games",4500,43974450,0,2.7,0,13.5,,,,,,,,,https://dkn.gs/sports/images/cfb/teams/50/8991.png,,,,,,,9/5/2026
Chris Jimerson Jr.,QB,UNT,Night,9/5/2026,"Night 9/5 12:00PM, 12 Games",4500,43974452,0,2.7,0,13.5,,,,,,,,,https://dkn.gs/sports/images/cfb/teams/50/9033.png,,,,,,,9/5/2026
Ziondre Williams,QB,UNT,Night,9/5/2026,"Night 9/5 12:00PM, 12 Games",4500,43974454,0,2.7,0,13.5,,,,,,,,,https://dkn.gs/sports/images/cfb/teams/50/9033.png,,,,,,,9/5/2026
Shaker Reisig,QB,TXST,Night,9/5/2026,"Night 9/5 12:00PM, 12 Games",4500,43974456,0,2.7,0,13.5,,,,,,,,,https://dkn.gs/sports/images/cfb/teams/50/9057.png,,,,,,,9/5/2026
Easton Webb,QB,TXST,Night,9/5/2026,"Night 9/5 12:00PM, 12 Games",4500,43974458,0,2.7,0,13.5,,,,,,,,,https://dkn.gs/sports/images/cfb/teams/50/9057.png,,,,,,,9/5/2026
Stone Walker,QB,TXST,Night,9/5/2026,"Night 9/5 12:00PM, 12 Games",4500,43974460,0,2.7,0,13.5,,,,,,,,,https://dkn.gs/sports/images/cfb/teams/50/9057.png,,,,,,,9/5/2026
Trever Jackson,QB,C-C,Night,9/5/2026,"Night 9/5 12:00PM, 12 Games",4500,43974462,0,2.7,0,13.5,,,,,,,,,,,,,,,,9/5/2026
Osiris Lopez,QB,C-C,Night,9/5/2026,"Night 9/5 12:00PM, 12 Games",4500,43974464,0,2.7,0,13.5,,,,,,,,,,,,,,,,9/5/2026
Luke McBride,QB,C-C,Night,9/5/2026,"Night 9/5 12:00PM, 12 Games",4500,43974466,0,2.7,0,13.5,,,,,,,,,,,,,,,,9/5/2026
Jalen Bonds,RB,BALL,Night,9/5/2026,"Night 9/5 12:00PM, 12 Games",4500,43974612,0,2.7,0,13.5,,,,,,,,,https://dkn.gs/sports/images/cfb/teams/50/7980.png,,,,,,,9/5/2026
Da'Jaun Riggs,RB,ORE,Night,9/5/2026,"Night 9/5 12:00PM, 12 Games",4500,43974615,0,2.7,0,13.5,,,,,,,,,https://dkn.gs/sports/images/cfb/teams/50/8057.png,12/30/1899,n/a,n/a,n/a,n/a,n/a,9/5/2026
Caden Knighten,RB,BAY,Night,9/5/2026,"Night 9/5 12:00PM, 12 Games",4500,43974618,0,2.7,0,13.5,,22,,,,,,,https://dkn.gs/sports/images/cfb/teams/50/8210.png,12/30/1899,n/a,n/a,n/a,n/a,n/a,9/5/2026
Michael Allen,RB,ECU,Night,9/5/2026,"Night 9/5 12:00PM, 12 Games",4500,43974621,0,2.7,0,13.5,,,,,,,,,https://dkn.gs/sports/images/cfb/teams/50/8368.png,12/30/1899,n/a,n/a,n/a,n/a,n/a,9/5/2026
Jaylin Lucas,RB,TUL,Night,9/5/2026,"Night 9/5 12:00PM, 12 Games",4500,43974624,0,2.7,0,13.5,,27.5,,,,,,,https://dkn.gs/sports/images/cfb/teams/50/8412.png,12/30/1899,n/a,n/a,n/a,n/a,n/a,9/5/2026
Daelen Alexander,RB,C-C,Night,9/5/2026,"Night 9/5 12:00PM, 12 Games",4500,43974627,0,2.7,0,13.5,,,,,,,,,,12/30/1899,n/a,n/a,n/a,n/a,n/a,9/5/2026
Gavin Freeman,WR,BAY,Night,9/5/2026,"Night 9/5 12:00PM, 12 Games",4500,43975074,0,2.7,0,13.5,,,24.5,,,,,,https://dkn.gs/sports/images/cfb/teams/50/8210.png,12/30/1899,BAY @ AUB,Baylor @ Auburn,Mercedes-Benz Stadium,retractable_dome,ABC,9/5/2026
Destyn Hill,WR,TUL,Night,9/5/2026,"Night 9/5 12:00PM, 12 Games",4500,43975077,0,2.7,0,13.5,,,22.5,,,,,,https://dkn.gs/sports/images/cfb/teams/50/8412.png,12/30/1899,n/a,n/a,n/a,n/a,n/a,9/5/2026
Chris Culliver,WR,MRSHL,Night,9/5/2026,"Night 9/5 12:00PM, 12 Games",4500,43975080,0,2.7,0,13.5,,,,,,,,,https://dkn.gs/sports/images/cfb/teams/50/8991.png,12/30/1899,n/a,n/a,n/a,n/a,n/a,9/5/2026
Clayton Coppock Jr.,WR,C-C,Night,9/5/2026,"Night 9/5 12:00PM, 12 Games",4500,43975083,0,2.7,0,13.5,,,29.5,,,,,,,12/30/1899,n/a,n/a,n/a,n/a,n/a,9/5/2026
Judd Anderson,QB,MIA,Night,9/4/2026,"Night 9/4 8:00PM, 4 Games",4500,44006433,0,2.7,0,13.5,,,,,,,,,https://dkn.gs/sports/images/cfb/teams/50/7704.png,,,,,,,9/4/2026
Vinny Gonzalez,QB,MIA,Night,9/4/2026,"Night 9/4 8:00PM, 4 Games",4500,44006435,0,2.7,0,13.5,,,,,,,,,https://dkn.gs/sports/images/cfb/teams/50/7704.png,,,,,,,9/4/2026
Dereon Coleman,QB,MIA,Night,9/4/2026,"Night 9/4 8:00PM, 4 Games",4500,44006437,0,2.7,0,13.5,,,,,,,,,https://dkn.gs/sports/images/cfb/teams/50/7704.png,,,,,,,9/4/2026
Joe Borchers,QB,MIA,Night,9/4/2026,"Night 9/4 8:00PM, 4 Games",4500,44006439,0,2.7,0,13.5,,,,,,,,,https://dkn.gs/sports/images/cfb/teams/50/7704.png,,,,,,,9/4/2026
Bowe Bentley,QB,OU,Night,9/4/2026,"Night 9/4 8:00PM, 4 Games",4500,44006441,0,2.7,0,13.5,,,,,,,,,https://dkn.gs/sports/images/cfb/teams/50/7811.png,,,,,,,9/4/2026
Jett Niu,QB,OU,Night,9/4/2026,"Night 9/4 8:00PM, 4 Games",4500,44006443,0,2.7,0,13.5,,,,,,,,,https://dkn.gs/sports/images/cfb/teams/50/7811.png,,,,,,,9/4/2026
Leo Hannan,QB,MSU,Night,9/4/2026,"Night 9/4 8:00PM, 4 Games",4500,44006445,0,2.7,0,13.5,,,,,,,,,https://dkn.gs/sports/images/cfb/teams/50/7850.png,,,,,,,9/4/2026
Kayd Coffman,QB,MSU,Night,9/4/2026,"Night 9/4 8:00PM, 4 Games",4500,44006447,0,2.7,0,13.5,,,,,,,,,https://dkn.gs/sports/images/cfb/teams/50/7850.png,,,,,,,9/4/2026
Peyton Babbitt,QB,MSU,Night,9/4/2026,"Night 9/4 8:00PM, 4 Games",4500,44006449,0,2.7,0,13.5,,,,,,,,,https://dkn.gs/sports/images/cfb/teams/50/7850.png,,,,,,,9/4/2026
Jake DeHaan,QB,TOL,Night,9/4/2026,"Night 9/4 8:00PM, 4 Games",4500,44006451,0,2.7,0,13.5,,,,,,,,,https://dkn.gs/sports/images/cfb/teams/50/8022.png,,,,,,,9/4/2026
Walter Moses,QB,TOL,Night,9/4/2026,"Night 9/4 8:00PM, 4 Games",4500,44006453,0,2.7,0,13.5,,,,,,,,,https://dkn.gs/sports/images/cfb/teams/50/8022.png,,,,,,,9/4/2026
Jonas Williams,QB,USC,Night,9/4/2026,"Night 9/4 8:00PM, 4 Games",4500,44006455,0,2.7,0,13.5,,,,,,,,,https://dkn.gs/sports/images/cfb/teams/50/8080.png,,,,,,,9/4/2026
Will Doherty,QB,USC,Night,9/4/2026,"Night 9/4 8:00PM, 4 Games",4500,44006457,0,2.7,0,13.5,,,,,,,,,https://dkn.gs/sports/images/cfb/teams/50/8080.png,,,,,,,9/4/2026
James Johnson,QB,USC,Night,9/4/2026,"Night 9/4 8:00PM, 4 Games",4500,44006459,0,2.7,0,13.5,,,,,,,,,https://dkn.gs/sports/images/cfb/teams/50/8080.png,,,,,,,9/4/2026
Alex Medyn,QB,USC,Night,9/4/2026,"Night 9/4 8:00PM, 4 Games",4500,44006461,0,2.7,0,13.5,,,,,,,,,https://dkn.gs/sports/images/cfb/teams/50/8080.png,,,,,,,9/4/2026
Charlie Mirer,QB,STAN,Night,9/4/2026,"Night 9/4 8:00PM, 4 Games",4500,44006463,0,2.7,0,13.5,,,,,,,,,https://dkn.gs/sports/images/cfb/teams/50/8084.png,,,,,,,9/4/2026
Dylan Rizk,QB,STAN,Night,9/4/2026,"Night 9/4 8:00PM, 4 Games",4500,44006465,0,2.7,0,13.5,,,,,,,,,https://dkn.gs/sports/images/cfb/teams/50/8084.png,,,,,,,9/4/2026
Dre Pollard,QB,STAN,Night,9/4/2026,"Night 9/4 8:00PM, 4 Games",4500,44006467,0,2.7,0,13.5,,,,,,,,,https://dkn.gs/sports/images/cfb/teams/50/8084.png,,,,,,,9/4/2026
Devin Mignery,QB,STAN,Night,9/4/2026,"Night 9/4 8:00PM, 4 Games",4500,44006469,0,2.7,0,13.5,,,,,,,,,https://dkn.gs/sports/images/cfb/teams/50/8084.png,,,,,,,9/4/2026
Luke Levitt,QB,STAN,Night,9/4/2026,"Night 9/4 8:00PM, 4 Games",4500,44006471,0,2.7,0,13.5,,,,,,,,,https://dkn.gs/sports/images/cfb/teams/50/8084.png,,,,,,,9/4/2026
Jonathan Craft,QB,FRES,Night,9/4/2026,"Night 9/4 8:00PM, 4 Games",4500,44006473,0,2.7,0,13.5,,,,,,,,,https://dkn.gs/sports/images/cfb/teams/50/8301.png,,,,,,,9/4/2026
Jacob Chambers,QB,FRES,Night,9/4/2026,"Night 9/4 8:00PM, 4 Games",4500,44006475,0,2.7,0,13.5,,,,,,,,,https://dkn.gs/sports/images/cfb/teams/50/8301.png,,,,,,,9/4/2026
Deagan Rose,QB,FRES,Night,9/4/2026,"Night 9/4 8:00PM, 4 Games",4500,44006477,0,2.7,0,13.5,,,,,,,,,https://dkn.gs/sports/images/cfb/teams/50/8301.png,,,,,,,9/4/2026
Chad Warner,QB,UTEP,Night,9/4/2026,"Night 9/4 8:00PM, 4 Games",4500,44006479,0,2.7,0,13.5,,,,,,,,,https://dkn.gs/sports/images/cfb/teams/50/8350.png,,,,,,,9/4/2026
Bodey Weaver,QB,UTEP,Night,9/4/2026,"Night 9/4 8:00PM, 4 Games",4500,44006481,0,2.7,0,13.5,,,,,,,,,https://dkn.gs/sports/images/cfb/teams/50/8350.png,,,,,,,9/4/2026
Braesen Leon,QB,UTEP,Night,9/4/2026,"Night 9/4 8:00PM, 4 Games",4500,44006483,0,2.7,0,13.5,,,,,,,,,https://dkn.gs/sports/images/cfb/teams/50/8350.png,,,,,,,9/4/2026
KK Smith,WR,MSU,Night,9/4/2026,"Night 9/4 8:00PM, 4 Games",4500,44006704,0,2.7,0,13.5,,,,,,,,,https://dkn.gs/sports/images/cfb/teams/50/7850.png,12/30/1899,n/a,n/a,n/a,n/a,n/a,9/4/2026
Kaleb Brown,WR,UAB,Night,9/3/2026,"Night 9/3 8:00PM, 2 Games",4500,43997509,0,2.7,0,13.5,,,27,,,,,,https://dkn.gs/sports/images/cfb/teams/50/9227.png,12/30/1899,n/a,n/a,n/a,n/a,n/a,9/3/2026
Ben Guthrie,QB,GT,Night,9/3/2026,"Night 9/3 8:00PM, 2 Games",4500,43997586,0,2.7,0,13.5,,,,,,,,,https://dkn.gs/sports/images/cfb/teams/50/7633.png,,,,,,,9/3/2026
Graham Knowles,QB,GT,Night,9/3/2026,"Night 9/3 8:00PM, 2 Games",4500,43997617,0,2.7,0,13.5,,,,,,,,,https://dkn.gs/sports/images/cfb/teams/50/7633.png,,,,,,,9/3/2026
Adrian Posse,QB,UAB,Night,9/3/2026,"Night 9/3 8:00PM, 2 Games",4500,43997631,0,2.7,0,13.5,,,,,,,,,https://dkn.gs/sports/images/cfb/teams/50/9227.png,,,,,,,9/3/2026
Cam Jennings,QB,UAB,Night,9/3/2026,"Night 9/3 8:00PM, 2 Games",4500,43997647,0,2.7,0,13.5,,,,,,,,,https://dkn.gs/sports/images/cfb/teams/50/9227.png,,,,,,,9/3/2026
Kaneal Sweetwyne,QB,COL,Night,9/3/2026,"Night 9/3 8:00PM, 2 Games",4500,43997783,0,2.7,0,13.5,,,,,,,,,https://dkn.gs/sports/images/cfb/teams/50/7762.png,,,,,,,9/3/2026
Michael Clayton II,QB,IL,Night,9/3/2026,"Night 9/3 8:00PM, 2 Games",4500,43997797,0,2.7,0,13.5,,,,,,,,,https://dkn.gs/sports/images/cfb/teams/50/7823.png,,,,,,,9/3/2026
Cole Bergeron,QB,GT,Night,9/3/2026,"Night 9/3 8:00PM, 2 Games",4500,43997826,0,2.7,0,13.5,,,,,,,,,https://dkn.gs/sports/images/cfb/teams/50/7633.png,,,,,,,9/3/2026
Dane Eisenmenger,QB,IL,Night,9/3/2026,"Night 9/3 8:00PM, 2 Games",4500,43997861,0,2.7,0,13.5,,,,,,,,,https://dkn.gs/sports/images/cfb/teams/50/7823.png,,,,,,,9/3/2026
Dalen Penson,CPT,GT,Showdown Captain Mode,9/3/2026,Showdown Captain Mode 9/3 8:00PM (COL @ GT),4500,43999390,0,2.7,0,13.5,,,19.5,,,,,,https://dkn.gs/sports/images/cfb/teams/50/7633.png,12/30/1899,n/a,n/a,n/a,n/a,n/a,9/3/2026
Jordan Lyle,CPT,MIA,Showdown Captain Mode,9/4/2026,Showdown Captain Mode 9/4 9:00PM (MIA @ STAN),4500,44009925,0,2.7,0,13.5,,,,,,,,,https://dkn.gs/sports/images/cfb/teams/50/7704.png,12/30/1899,n/a,n/a,n/a,n/a,n/a,9/4/2026
Charlie Mirer,QB,STAN,Night,9/4/2026,"Night 9/4 9:00PM, 2 Games",4500,44009265,0,2.7,0,13.5,,,,,,,,,https://dkn.gs/sports/images/cfb/teams/50/8084.png,,,,,,,9/4/2026
Dylan Rizk,QB,STAN,Night,9/4/2026,"Night 9/4 9:00PM, 2 Games",4500,44009312,0,2.7,0,13.5,,,,,,,,,https://dkn.gs/sports/images/cfb/teams/50/8084.png,,,,,,,9/4/2026
Joe Borchers,QB,MIA,Night,9/4/2026,"Night 9/4 9:00PM, 2 Games",4500,44009341,0,2.7,0,13.5,,,,,,,,,https://dkn.gs/sports/images/cfb/teams/50/7704.png,,,,,,,9/4/2026
Judd Anderson,QB,MIA,Night,9/4/2026,"Night 9/4 9:00PM, 2 Games",4500,44009352,0,2.7,0,13.5,,,,,,,,,https://dkn.gs/sports/images/cfb/teams/50/7704.png,,,,,,,9/4/2026
Jonathan Craft,QB,FRES,Night,9/4/2026,"Night 9/4 9:00PM, 2 Games",4500,44009484,0,2.7,0,13.5,,,,,,,,,https://dkn.gs/sports/images/cfb/teams/50/8301.png,,,,,,,9/4/2026
Jacob Chambers,QB,FRES,Night,9/4/2026,"Night 9/4 9:00PM, 2 Games",4500,44009519,0,2.7,0,13.5,,,,,,,,,https://dkn.gs/sports/images/cfb/teams/50/8301.png,,,,,,,9/4/2026
Deagan Rose,QB,FRES,Night,9/4/2026,"Night 9/4 9:00PM, 2 Games",4500,44009521,0,2.7,0,13.5,,,,,,,,,https://dkn.gs/sports/images/cfb/teams/50/8301.png,,,,,,,9/4/2026
Dereon Coleman,QB,MIA,Night,9/4/2026,"Night 9/4 9:00PM, 2 Games",4500,44009541,0,2.7,0,13.5,,,,,,,,,https://dkn.gs/sports/images/cfb/teams/50/7704.png,,,,,,,9/4/2026
Jonas Williams,QB,USC,Night,9/4/2026,"Night 9/4 9:00PM, 2 Games",4500,44009570,0,2.7,0,13.5,,,,,,,,,https://dkn.gs/sports/images/cfb/teams/50/8080.png,,,,,,,9/4/2026
Vinny Gonzalez,QB,MIA,Night,9/4/2026,"Night 9/4 9:00PM, 2 Games",4500,44009587,0,2.7,0,13.5,,,,,,,,,https://dkn.gs/sports/images/cfb/teams/50/7704.png,,,,,,,9/4/2026
Will Doherty,QB,USC,Night,9/4/2026,"Night 9/4 9:00PM, 2 Games",4500,44009592,0,2.7,0,13.5,,,,,,,,,https://dkn.gs/sports/images/cfb/teams/50/8080.png,,,,,,,9/4/2026
Dre Pollard,QB,STAN,Night,9/4/2026,"Night 9/4 9:00PM, 2 Games",4500,44009617,0,2.7,0,13.5,,,,,,,,,https://dkn.gs/sports/images/cfb/teams/50/8084.png,,,,,,,9/4/2026
Devin Mignery,QB,STAN,Night,9/4/2026,"Night 9/4 9:00PM, 2 Games",4500,44009625,0,2.7,0,13.5,,,,,,,,,https://dkn.gs/sports/images/cfb/teams/50/8084.png,,,,,,,9/4/2026
James Johnson,QB,USC,Night,9/4/2026,"Night 9/4 9:00PM, 2 Games",4500,44009636,0,2.7,0,13.5,,,,,,,,,https://dkn.gs/sports/images/cfb/teams/50/8080.png,,,,,,,9/4/2026
Alex Medyn,QB,USC,Night,9/4/2026,"Night 9/4 9:00PM, 2 Games",4500,44009650,0,2.7,0,13.5,,,,,,,,,https://dkn.gs/sports/images/cfb/teams/50/8080.png,,,,,,,9/4/2026
Luke Levitt,QB,STAN,Night,9/4/2026,"Night 9/4 9:00PM, 2 Games",4500,44009670,0,2.7,0,13.5,,,,,,,,,https://dkn.gs/sports/images/cfb/teams/50/8084.png,,,,,,,9/4/2026
Wondame Davis Jr.,CPT,WAKE,Showdown Captain Mode,9/3/2026,Showdown Captain Mode 9/3 7:00PM (AKR @ WAKE),4500,43999245,0,2.7,0,13.5,,,,,,,,,https://dkn.gs/sports/images/cfb/teams/50/7686.png,,,,,,,9/3/2026
Owen Simpson,K,UAB,Showdown Captain Mode,9/3/2026,Showdown Captain Mode 9/3 9:00PM (UAB @ IL),4400,43999009,0,2.64,0,13.2,,,,,,,,,https://dkn.gs/sports/images/cfb/teams/50/9227.png,,,,,,,9/3/2026
Jonah Delange,K,UAB,Showdown Captain Mode,9/3/2026,Showdown Captain Mode 9/3 9:00PM (UAB @ IL),4400,43999010,0,2.64,0,13.2,,,,,,,,,https://dkn.gs/sports/images/cfb/teams/50/9227.png,,,,,,,9/3/2026
Jack Foley,WR,WAKE,Showdown Captain Mode,9/3/2026,Showdown Captain Mode 9/3 7:00PM (AKR @ WAKE),4400,43999166,0,2.64,0,13.2,,,,,,,,,https://dkn.gs/sports/images/cfb/teams/50/7686.png,12/30/1899,n/a,n/a,n/a,n/a,n/a,9/3/2026
Sir Autry,RB,SJSU,Showdown Captain Mode,9/4/2026,Showdown Captain Mode 9/4 6:30PM (SJSU @ EMU),4400,44009125,0,2.64,0,13.2,,,,,,,,,https://dkn.gs/sports/images/cfb/teams/50/7962.png,,,,,,,9/4/2026
Fredrick Moore,WR,MSU,Showdown Captain Mode,9/4/2026,Showdown Captain Mode 9/4 8:00PM (TOL @ MSU),4400,44009697,0,2.64,0,13.2,,,,,,,,,https://dkn.gs/sports/images/cfb/teams/50/7850.png,,,,,,,9/4/2026
Sean Patrick,RB,AKR,Thursday,9/3/2026,"Thursday 9/3 6:00PM (Thu-Thu), 4 Games",4400,43973516,0,2.64,0,13.2,,,,,,,,,https://dkn.gs/sports/images/cfb/teams/50/7976.png,12/30/1899,n/a,n/a,n/a,n/a,n/a,9/3/2026
Jayshon Platt,WR,IL,Thursday,9/3/2026,"Thursday 9/3 6:00PM (Thu-Thu), 4 Games",4400,43973699,0,2.64,0,13.2,,,,,,,,,https://dkn.gs/sports/images/cfb/teams/50/7823.png,,,,,,,9/3/2026
Quinton Martin Jr.,RB,PSU,Night,9/5/2026,"Night 9/5 12:00PM, 12 Games",4400,43974630,0,2.64,0,13.2,,,,,,,,,https://dkn.gs/sports/images/cfb/teams/50/7880.png,12/30/1899,n/a,n/a,n/a,n/a,n/a,9/5/2026
TJ Horton,RB,BALL,Night,9/5/2026,"Night 9/5 12:00PM, 12 Games",4400,43974633,0,2.64,0,13.2,,,,,,,,,https://dkn.gs/sports/images/cfb/teams/50/7980.png,,,,,,,9/5/2026
Jaden Allen-Hendrix,RB,C-C,Night,9/5/2026,"Night 9/5 12:00PM, 12 Games",4400,43974636,0,2.64,0,13.2,,,,,,,,,,12/30/1899,n/a,n/a,n/a,n/a,n/a,9/5/2026
Jaedn Skeete,WR,BC,Night,9/5/2026,"Night 9/5 12:00PM, 12 Games",4400,43975086,0,2.64,0,13.2,,,24.5,,,,,,https://dkn.gs/sports/images/cfb/teams/50/7692.png,12/30/1899,BC @ CIN,BC @ Cincinnati,Nippert Stadium,outdoor,FOX,9/5/2026
Chase Sowell,WR,PSU,Night,9/5/2026,"Night 9/5 12:00PM, 12 Games",4400,43975089,0,2.64,0,13.2,,,19.5,,,,,,https://dkn.gs/sports/images/cfb/teams/50/7880.png,12/30/1899,MRSH @ PSU,Marshall @ Penn St,West Shore Home Field at Beaver Stadium,outdoor,Fox Sports 1,9/5/2026
Michael Masunas,WR,TEX,Night,9/5/2026,"Night 9/5 12:00PM, 12 Games",4400,43975092,0,2.64,0,13.2,,,21.5,,,,,,https://dkn.gs/sports/images/cfb/teams/50/8240.png,12/30/1899,TXST @ TEX,Texas St @ Texas,DKR-Texas Memorial Stadium,outdoor,ESPN,9/5/2026
Ben Ford,WR,BSU,Night,9/5/2026,"Night 9/5 12:00PM, 12 Games",4400,43975095,0,2.64,0,13.2,,,20.5,,,,,,https://dkn.gs/sports/images/cfb/teams/50/8468.png,12/30/1899,n/a,n/a,n/a,n/a,n/a,9/5/2026
Chris Dawn Jr.,WR,TXST,Night,9/5/2026,"Night 9/5 12:00PM, 12 Games",4400,43975098,0,2.64,0,13.2,,,,,,,,,https://dkn.gs/sports/images/cfb/teams/50/9057.png,12/30/1899,n/a,n/a,n/a,n/a,n/a,9/5/2026
Shahn Alston,RB,USC,Night,9/4/2026,"Night 9/4 8:00PM, 4 Games",4400,44006539,0,2.64,0,13.2,,14.5,,,,,,,https://dkn.gs/sports/images/cfb/teams/50/8080.png,12/30/1899,n/a,n/a,n/a,n/a,n/a,9/4/2026
Jayshon Platt,WR,IL,Night,9/3/2026,"Night 9/3 8:00PM, 2 Games",4400,43997482,0,2.64,0,13.2,,,,,,,,,https://dkn.gs/sports/images/cfb/teams/50/7823.png,,,,,,,9/3/2026
Shahn Alston,RB,USC,Night,9/4/2026,"Night 9/4 9:00PM, 2 Games",4400,44009578,0,2.64,0,13.2,,14.5,,,,,,,https://dkn.gs/sports/images/cfb/teams/50/8080.png,12/30/1899,n/a,n/a,n/a,n/a,n/a,9/4/2026
Ja'shon Benjamin,RB,RU,Thursday,9/3/2026,"Thursday 9/3 6:00PM (Thu-Thu), 4 Games",4300,43973519,0,2.58,0,12.9,,,,,,,,,https://dkn.gs/sports/images/cfb/teams/50/7721.png,12/30/1899,n/a,n/a,n/a,n/a,n/a,9/3/2026
Jourdin Houston,WR,RU,Thursday,9/3/2026,"Thursday 9/3 6:00PM (Thu-Thu), 4 Games",4300,43973702,0,2.58,0,12.9,,,,,,,,,https://dkn.gs/sports/images/cfb/teams/50/7721.png,12/30/1899,n/a,n/a,n/a,n/a,n/a,9/3/2026
AJ Newberry,RB,ORST,Night,9/5/2026,"Night 9/5 12:00PM, 12 Games",4300,43974639,0,2.58,0,12.9,,,,,,,,,https://dkn.gs/sports/images/cfb/teams/50/8069.png,12/30/1899,n/a,n/a,n/a,n/a,n/a,9/5/2026
Derrek Cooper,RB,TEX,Night,9/5/2026,"Night 9/5 12:00PM, 12 Games",4300,43974642,0,2.58,0,12.9,,,,,,,,,https://dkn.gs/sports/images/cfb/teams/50/8240.png,12/30/1899,n/a,n/a,n/a,n/a,n/a,9/5/2026
